ID,duration,wav,wav_format,wav_opts
noise-free-sound-0183_183,8.0914375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0183.wav,wav,
noise-free-sound-0184_184,32.407375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0184.wav,wav,
noise-free-sound-0185_185,2.6693125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0185.wav,wav,
noise-free-sound-0186_186,2.8361875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0186.wav,wav,
noise-free-sound-0187_187,6.4230625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0187.wav,wav,
noise-free-sound-0188_188,9.5511875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0188.wav,wav,
noise-free-sound-0189_189,6.8401875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0189.wav,wav,
noise-free-sound-0190_190,6.131125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0190.wav,wav,
noise-free-sound-0191_191,3.9623125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0191.wav,wav,
noise-free-sound-0192_192,6.6733125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0192.wav,wav,
noise-free-sound-0193_193,4.004,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0193.wav,wav,
noise-free-sound-0194_194,7.882875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0194.wav,wav,
noise-free-sound-0195_195,4.2959375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0195.wav,wav,
noise-free-sound-0196_196,3.628625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0196.wav,wav,
noise-free-sound-0197_197,10.5939375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0197.wav,wav,
noise-free-sound-0198_198,9.134125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0198.wav,wav,
noise-free-sound-0199_199,6.25625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0199.wav,wav,
noise-free-sound-0200_200,8.75875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0200.wav,wav,
noise-free-sound-0201_201,7.0486875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0201.wav,wav,
noise-free-sound-0202_202,10.5521875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0202.wav,wav,
noise-free-sound-0203_203,11.0944375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0203.wav,wav,
noise-free-sound-0204_204,6.381375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0204.wav,wav,
noise-free-sound-0205_205,14.389375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0205.wav,wav,
noise-free-sound-0206_206,2.3356875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0206.wav,wav,
noise-free-sound-0207_207,7.0904375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0207.wav,wav,
noise-free-sound-0208_208,6.4648125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0208.wav,wav,
noise-free-sound-0209_209,9.6763125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0209.wav,wav,
noise-free-sound-0210_210,5.6723125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0210.wav,wav,
noise-free-sound-0211_211,6.2145625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0211.wav,wav,
noise-free-sound-0212_212,9.5511875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0212.wav,wav,
noise-free-sound-0213_213,5.7140625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0213.wav,wav,
noise-free-sound-0214_214,8.25825,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0214.wav,wav,
noise-free-sound-0215_215,6.4375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0215.wav,wav,
noise-free-sound-0216_216,38.4588125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0216.wav,wav,
noise-free-sound-0217_217,4.8381875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0217.wav,wav,
noise-free-sound-0218_218,6.131125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0218.wav,wav,
noise-free-sound-0219_219,6.5899375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0219.wav,wav,
noise-free-sound-0220_220,8.4668125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0220.wav,wav,
noise-free-sound-0221_221,10.9275625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0221.wav,wav,
noise-free-sound-0222_222,1.2095625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0222.wav,wav,
noise-free-sound-0223_223,3.5869375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0223.wav,wav,
noise-free-sound-0224_224,12.8044375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0224.wav,wav,
noise-free-sound-0225_225,12.452,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0225.wav,wav,
noise-free-sound-0226_226,26.1973125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0226.wav,wav,
noise-free-sound-0227_227,31.1654375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0227.wav,wav,
noise-free-sound-0228_228,16.6486875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0228.wav,wav,
noise-free-sound-0229_229,5.3339375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0229.wav,wav,
noise-free-sound-0230_230,41.592,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0230.wav,wav,
noise-free-sound-0231_231,22.33075,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0231.wav,wav,
noise-free-sound-0232_232,44.2890625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0232.wav,wav,
noise-free-sound-0233_233,44.3495,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0233.wav,wav,
noise-free-sound-0234_234,75.0171875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0234.wav,wav,
noise-free-sound-0235_235,200.7829375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0235.wav,wav,
noise-free-sound-0236_236,5.5640625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0236.wav,wav,
noise-free-sound-0237_237,5.302875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0237.wav,wav,
noise-free-sound-0238_238,13.944,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0238.wav,wav,
noise-free-sound-0239_239,37.50525,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0239.wav,wav,
noise-free-sound-0240_240,26.2261875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0240.wav,wav,
noise-free-sound-0241_241,52.6185,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0241.wav,wav,
noise-free-sound-0242_242,23.0038125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0242.wav,wav,
noise-free-sound-0243_243,90.0005625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0243.wav,wav,
noise-free-sound-0244_244,118.8401875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0244.wav,wav,
noise-free-sound-0245_245,29.562875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0245.wav,wav,
noise-free-sound-0246_246,24.7246875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0246.wav,wav,
noise-free-sound-0247_247,77.7345625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0247.wav,wav,
noise-free-sound-0248_248,60.30275,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0248.wav,wav,
noise-free-sound-0249_249,40.684625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0249.wav,wav,
noise-free-sound-0250_250,8.6204375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0250.wav,wav,
noise-free-sound-0251_251,31.973875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0251.wav,wav,
noise-free-sound-0252_252,20.9501875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0252.wav,wav,
noise-free-sound-0253_253,0.9750625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0253.wav,wav,
noise-free-sound-0254_254,64.142125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0254.wav,wav,
noise-free-sound-0255_255,5.5375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0255.wav,wav,
noise-free-sound-0256_256,37.5069375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0256.wav,wav,
noise-free-sound-0257_257,5.0,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0257.wav,wav,
noise-free-sound-0258_258,25.7580625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0258.wav,wav,
noise-free-sound-0259_259,14.7069375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0259.wav,wav,
noise-free-sound-0260_260,14.4,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0260.wav,wav,
noise-free-sound-0261_261,88.0,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0261.wav,wav,
noise-free-sound-0262_262,35.0301875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0262.wav,wav,
noise-free-sound-0263_263,0.9043125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0263.wav,wav,
noise-free-sound-0264_264,29.631375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0264.wav,wav,
noise-free-sound-0265_265,1.3325625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0265.wav,wav,
noise-free-sound-0266_266,34.674625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0266.wav,wav,
noise-free-sound-0267_267,36.1389375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0267.wav,wav,
noise-free-sound-0268_268,22.710875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0268.wav,wav,
noise-free-sound-0269_269,49.125125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0269.wav,wav,
noise-free-sound-0270_270,398.0610625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0270.wav,wav,
noise-free-sound-0271_271,29.6983125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0271.wav,wav,
noise-free-sound-0272_272,41.058125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0272.wav,wav,
noise-free-sound-0273_273,10.6433125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0273.wav,wav,
noise-free-sound-0274_274,3.96775,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0274.wav,wav,
noise-free-sound-0275_275,12.096,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0275.wav,wav,
noise-free-sound-0276_276,2.8715,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0276.wav,wav,
noise-free-sound-0277_277,5.705125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0277.wav,wav,
noise-free-sound-0278_278,37.59825,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0278.wav,wav,
noise-free-sound-0279_279,17.3333125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0279.wav,wav,
noise-free-sound-0280_280,62.10325,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0280.wav,wav,
noise-free-sound-0281_281,0.1,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0281.wav,wav,
noise-free-sound-0282_282,37.72675,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0282.wav,wav,
noise-free-sound-0283_283,22.9636875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0283.wav,wav,
noise-free-sound-0284_284,2.786,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0284.wav,wav,
noise-free-sound-0285_285,4.0925,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0285.wav,wav,
noise-free-sound-0286_286,9.5603125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0286.wav,wav,
noise-free-sound-0287_287,60.6563125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0287.wav,wav,
noise-free-sound-0288_288,59.688,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0288.wav,wav,
noise-free-sound-0289_289,22.2821875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0289.wav,wav,
noise-free-sound-0290_290,44.304,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0290.wav,wav,
noise-free-sound-0291_291,9.090625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0291.wav,wav,
noise-free-sound-0292_292,17.97225,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0292.wav,wav,
noise-free-sound-0293_293,43.0381875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0293.wav,wav,
noise-free-sound-0294_294,6.5875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0294.wav,wav,
noise-free-sound-0295_295,6.8963125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0295.wav,wav,
noise-free-sound-0296_296,1.8616875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0296.wav,wav,
noise-free-sound-0297_297,1.799,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0297.wav,wav,
noise-free-sound-0298_298,32.0,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0298.wav,wav,
noise-free-sound-0299_299,0.212625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0299.wav,wav,
noise-free-sound-0300_300,6.112625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0300.wav,wav,
noise-free-sound-0301_301,180.9495625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0301.wav,wav,
noise-free-sound-0302_302,17.914125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0302.wav,wav,
noise-free-sound-0303_303,8.1955,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0303.wav,wav,
noise-free-sound-0304_304,62.0408125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0304.wav,wav,
noise-free-sound-0305_305,29.5,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0305.wav,wav,
noise-free-sound-0306_306,24.5,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0306.wav,wav,
noise-free-sound-0307_307,10.704,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0307.wav,wav,
noise-free-sound-0308_308,58.28175,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0308.wav,wav,
noise-free-sound-0309_309,3.3729375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0309.wav,wav,
noise-free-sound-0310_310,22.03575,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0310.wav,wav,
noise-free-sound-0311_311,13.746375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0311.wav,wav,
noise-free-sound-0312_312,1.513,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0312.wav,wav,
noise-free-sound-0313_313,2.7875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0313.wav,wav,
noise-free-sound-0314_314,0.6109375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0314.wav,wav,
noise-free-sound-0315_315,2.7838125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0315.wav,wav,
noise-free-sound-0316_316,11.1455625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0316.wav,wav,
noise-free-sound-0317_317,7.256875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0317.wav,wav,
noise-free-sound-0318_318,0.40925,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0318.wav,wav,
noise-free-sound-0319_319,1.515125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0319.wav,wav,
noise-free-sound-0320_320,6.7395625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0320.wav,wav,
noise-free-sound-0321_321,113.0,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0321.wav,wav,
noise-free-sound-0322_322,31.0335,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0322.wav,wav,
noise-free-sound-0323_323,10.73175,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0323.wav,wav,
noise-free-sound-0324_324,36.2056875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0324.wav,wav,
noise-free-sound-0325_325,1.6456875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0325.wav,wav,
noise-free-sound-0326_326,16.0775,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0326.wav,wav,
noise-free-sound-0327_327,5.1596875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0327.wav,wav,
noise-free-sound-0328_328,0.7181875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0328.wav,wav,
noise-free-sound-0329_329,9.69225,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0329.wav,wav,
noise-free-sound-0330_330,8.4288125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0330.wav,wav,
noise-free-sound-0331_331,6.375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0331.wav,wav,
noise-free-sound-0332_332,3.625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0332.wav,wav,
noise-free-sound-0333_333,15.6735,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0333.wav,wav,
noise-free-sound-0334_334,178.1493125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0334.wav,wav,
noise-free-sound-0335_335,34.0375625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0335.wav,wav,
noise-free-sound-0336_336,48.08275,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0336.wav,wav,
noise-free-sound-0337_337,1.4255,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0337.wav,wav,
noise-free-sound-0338_338,9.24,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0338.wav,wav,
noise-free-sound-0339_339,20.328,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0339.wav,wav,
noise-free-sound-0340_340,33.672,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0340.wav,wav,
noise-free-sound-0341_341,23.071875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0341.wav,wav,
noise-free-sound-0342_342,13.806,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0342.wav,wav,
noise-free-sound-0343_343,2.809625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0343.wav,wav,
noise-free-sound-0344_344,20.544,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0344.wav,wav,
noise-free-sound-0345_345,5.9024375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0345.wav,wav,
noise-free-sound-0346_346,18.5469375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0346.wav,wav,
noise-free-sound-0347_347,13.7801875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0347.wav,wav,
noise-free-sound-0348_348,50.1140625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0348.wav,wav,
noise-free-sound-0349_349,1.0,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0349.wav,wav,
noise-free-sound-0350_350,9.0,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0350.wav,wav,
noise-free-sound-0351_351,4.968,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0351.wav,wav,
noise-free-sound-0352_352,10.0,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0352.wav,wav,
noise-free-sound-0353_353,26.0963125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0353.wav,wav,
noise-free-sound-0354_354,0.9999375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0354.wav,wav,
noise-free-sound-0355_355,14.664,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0355.wav,wav,
noise-free-sound-0356_356,24.96,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0356.wav,wav,
noise-free-sound-0357_357,8.1763125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0357.wav,wav,
noise-free-sound-0358_358,21.24625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0358.wav,wav,
noise-free-sound-0359_359,18.3078125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0359.wav,wav,
noise-free-sound-0360_360,13.89375,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0360.wav,wav,
noise-free-sound-0361_361,7.7390625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0361.wav,wav,
noise-free-sound-0362_362,12.875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0362.wav,wav,
noise-free-sound-0363_363,4.721875,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0363.wav,wav,
noise-free-sound-0364_364,11.8400625,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0364.wav,wav,
noise-free-sound-0365_365,10.057125,/courses/CS6140.202630/students/cong.m/LibriParty/dataset/noise/pointsource_noises/noise-free-sound-0365.wav,wav,
