ID,duration,wav,wav_format,wav_opts
speech-librivox-0017_31,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_31.wav,wav,
speech-librivox-0017_32,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_32.wav,wav,
speech-librivox-0017_33,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_33.wav,wav,
speech-librivox-0017_34,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_34.wav,wav,
speech-librivox-0017_35,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_35.wav,wav,
speech-librivox-0017_36,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_36.wav,wav,
speech-librivox-0017_37,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_37.wav,wav,
speech-librivox-0017_38,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_38.wav,wav,
speech-librivox-0017_39,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_39.wav,wav,
speech-librivox-0017_40,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_40.wav,wav,
speech-librivox-0017_41,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_41.wav,wav,
speech-librivox-0017_42,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_42.wav,wav,
speech-librivox-0017_43,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_43.wav,wav,
speech-librivox-0017_44,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_44.wav,wav,
speech-librivox-0017_45,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_45.wav,wav,
speech-librivox-0017_46,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_46.wav,wav,
speech-librivox-0017_47,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_47.wav,wav,
speech-librivox-0017_48,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_48.wav,wav,
speech-librivox-0017_49,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_49.wav,wav,
speech-librivox-0017_50,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_50.wav,wav,
speech-librivox-0017_51,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_51.wav,wav,
speech-librivox-0017_52,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_52.wav,wav,
speech-librivox-0017_53,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_53.wav,wav,
speech-librivox-0017_54,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_54.wav,wav,
speech-librivox-0017_55,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_55.wav,wav,
speech-librivox-0017_56,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_56.wav,wav,
speech-librivox-0017_57,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_57.wav,wav,
speech-librivox-0017_58,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0017_58.wav,wav,
speech-librivox-0018_0,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_0.wav,wav,
speech-librivox-0018_1,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_1.wav,wav,
speech-librivox-0018_2,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_2.wav,wav,
speech-librivox-0018_3,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_3.wav,wav,
speech-librivox-0018_4,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_4.wav,wav,
speech-librivox-0018_5,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_5.wav,wav,
speech-librivox-0018_6,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_6.wav,wav,
speech-librivox-0018_7,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_7.wav,wav,
speech-librivox-0018_8,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_8.wav,wav,
speech-librivox-0018_9,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_9.wav,wav,
speech-librivox-0018_10,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_10.wav,wav,
speech-librivox-0018_11,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_11.wav,wav,
speech-librivox-0018_12,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_12.wav,wav,
speech-librivox-0018_13,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_13.wav,wav,
speech-librivox-0018_14,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_14.wav,wav,
speech-librivox-0018_15,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_15.wav,wav,
speech-librivox-0018_16,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_16.wav,wav,
speech-librivox-0018_17,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_17.wav,wav,
speech-librivox-0018_18,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_18.wav,wav,
speech-librivox-0018_19,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_19.wav,wav,
speech-librivox-0018_20,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_20.wav,wav,
speech-librivox-0018_21,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_21.wav,wav,
speech-librivox-0018_22,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_22.wav,wav,
speech-librivox-0018_23,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_23.wav,wav,
speech-librivox-0018_24,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_24.wav,wav,
speech-librivox-0018_25,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_25.wav,wav,
speech-librivox-0018_26,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_26.wav,wav,
speech-librivox-0018_27,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_27.wav,wav,
speech-librivox-0018_28,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_28.wav,wav,
speech-librivox-0018_29,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_29.wav,wav,
speech-librivox-0018_30,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_30.wav,wav,
speech-librivox-0018_31,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_31.wav,wav,
speech-librivox-0018_32,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_32.wav,wav,
speech-librivox-0018_33,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_33.wav,wav,
speech-librivox-0018_34,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_34.wav,wav,
speech-librivox-0018_35,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_35.wav,wav,
speech-librivox-0018_36,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_36.wav,wav,
speech-librivox-0018_37,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_37.wav,wav,
speech-librivox-0018_38,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_38.wav,wav,
speech-librivox-0018_39,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_39.wav,wav,
speech-librivox-0018_40,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_40.wav,wav,
speech-librivox-0018_41,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_41.wav,wav,
speech-librivox-0018_42,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_42.wav,wav,
speech-librivox-0018_43,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_43.wav,wav,
speech-librivox-0018_44,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_44.wav,wav,
speech-librivox-0018_45,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_45.wav,wav,
speech-librivox-0018_46,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_46.wav,wav,
speech-librivox-0018_47,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_47.wav,wav,
speech-librivox-0018_48,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_48.wav,wav,
speech-librivox-0018_49,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_49.wav,wav,
speech-librivox-0018_50,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_50.wav,wav,
speech-librivox-0018_51,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_51.wav,wav,
speech-librivox-0018_52,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_52.wav,wav,
speech-librivox-0018_53,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_53.wav,wav,
speech-librivox-0018_54,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_54.wav,wav,
speech-librivox-0018_55,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_55.wav,wav,
speech-librivox-0018_56,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_56.wav,wav,
speech-librivox-0018_57,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_57.wav,wav,
speech-librivox-0018_58,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_58.wav,wav,
speech-librivox-0018_59,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_59.wav,wav,
speech-librivox-0018_60,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_60.wav,wav,
speech-librivox-0018_61,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_61.wav,wav,
speech-librivox-0018_62,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_62.wav,wav,
speech-librivox-0018_63,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_63.wav,wav,
speech-librivox-0018_64,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_64.wav,wav,
speech-librivox-0018_65,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_65.wav,wav,
speech-librivox-0018_66,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_66.wav,wav,
speech-librivox-0018_67,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_67.wav,wav,
speech-librivox-0018_68,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_68.wav,wav,
speech-librivox-0018_69,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_69.wav,wav,
speech-librivox-0018_70,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_70.wav,wav,
speech-librivox-0018_71,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_71.wav,wav,
speech-librivox-0018_72,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_72.wav,wav,
speech-librivox-0018_73,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_73.wav,wav,
speech-librivox-0018_74,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_74.wav,wav,
speech-librivox-0018_75,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_75.wav,wav,
speech-librivox-0018_76,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_76.wav,wav,
speech-librivox-0018_77,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_77.wav,wav,
speech-librivox-0018_78,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_78.wav,wav,
speech-librivox-0018_79,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_79.wav,wav,
speech-librivox-0018_80,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_80.wav,wav,
speech-librivox-0018_81,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_81.wav,wav,
speech-librivox-0018_82,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_82.wav,wav,
speech-librivox-0018_83,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_83.wav,wav,
speech-librivox-0018_84,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_84.wav,wav,
speech-librivox-0018_85,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_85.wav,wav,
speech-librivox-0018_86,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_86.wav,wav,
speech-librivox-0018_87,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_87.wav,wav,
speech-librivox-0018_88,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_88.wav,wav,
speech-librivox-0018_89,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_89.wav,wav,
speech-librivox-0018_90,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_90.wav,wav,
speech-librivox-0018_91,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_91.wav,wav,
speech-librivox-0018_92,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_92.wav,wav,
speech-librivox-0018_93,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_93.wav,wav,
speech-librivox-0018_94,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_94.wav,wav,
speech-librivox-0018_95,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_95.wav,wav,
speech-librivox-0018_96,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_96.wav,wav,
speech-librivox-0018_97,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_97.wav,wav,
speech-librivox-0018_98,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_98.wav,wav,
speech-librivox-0018_99,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_99.wav,wav,
speech-librivox-0018_100,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_100.wav,wav,
speech-librivox-0018_101,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_101.wav,wav,
speech-librivox-0018_102,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_102.wav,wav,
speech-librivox-0018_103,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_103.wav,wav,
speech-librivox-0018_104,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_104.wav,wav,
speech-librivox-0018_105,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_105.wav,wav,
speech-librivox-0018_106,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_106.wav,wav,
speech-librivox-0018_107,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_107.wav,wav,
speech-librivox-0018_108,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_108.wav,wav,
speech-librivox-0018_109,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_109.wav,wav,
speech-librivox-0018_110,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_110.wav,wav,
speech-librivox-0018_111,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_111.wav,wav,
speech-librivox-0018_112,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_112.wav,wav,
speech-librivox-0018_113,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_113.wav,wav,
speech-librivox-0018_114,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_114.wav,wav,
speech-librivox-0018_115,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_115.wav,wav,
speech-librivox-0018_116,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_116.wav,wav,
speech-librivox-0018_117,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_117.wav,wav,
speech-librivox-0018_118,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_118.wav,wav,
speech-librivox-0018_119,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_119.wav,wav,
speech-librivox-0018_120,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_120.wav,wav,
speech-librivox-0018_121,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_121.wav,wav,
speech-librivox-0018_122,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_122.wav,wav,
speech-librivox-0018_123,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_123.wav,wav,
speech-librivox-0018_124,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_124.wav,wav,
speech-librivox-0018_125,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_125.wav,wav,
speech-librivox-0018_126,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_126.wav,wav,
speech-librivox-0018_127,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_127.wav,wav,
speech-librivox-0018_128,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_128.wav,wav,
speech-librivox-0018_129,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_129.wav,wav,
speech-librivox-0018_130,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_130.wav,wav,
speech-librivox-0018_131,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_131.wav,wav,
speech-librivox-0018_132,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_132.wav,wav,
speech-librivox-0018_133,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_133.wav,wav,
speech-librivox-0018_134,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_134.wav,wav,
speech-librivox-0018_135,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_135.wav,wav,
speech-librivox-0018_136,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_136.wav,wav,
speech-librivox-0018_137,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0018_137.wav,wav,
speech-librivox-0019_0,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_0.wav,wav,
speech-librivox-0019_1,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_1.wav,wav,
speech-librivox-0019_2,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_2.wav,wav,
speech-librivox-0019_3,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_3.wav,wav,
speech-librivox-0019_4,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_4.wav,wav,
speech-librivox-0019_5,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_5.wav,wav,
speech-librivox-0019_6,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_6.wav,wav,
speech-librivox-0019_7,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_7.wav,wav,
speech-librivox-0019_8,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_8.wav,wav,
speech-librivox-0019_9,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_9.wav,wav,
speech-librivox-0019_10,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_10.wav,wav,
speech-librivox-0019_11,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_11.wav,wav,
speech-librivox-0019_12,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_12.wav,wav,
speech-librivox-0019_13,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_13.wav,wav,
speech-librivox-0019_14,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_14.wav,wav,
speech-librivox-0019_15,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_15.wav,wav,
speech-librivox-0019_16,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_16.wav,wav,
speech-librivox-0019_17,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_17.wav,wav,
speech-librivox-0019_18,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_18.wav,wav,
speech-librivox-0019_19,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_19.wav,wav,
speech-librivox-0019_20,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_20.wav,wav,
speech-librivox-0019_21,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_21.wav,wav,
speech-librivox-0019_22,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_22.wav,wav,
speech-librivox-0019_23,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_23.wav,wav,
speech-librivox-0019_24,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_24.wav,wav,
speech-librivox-0019_25,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_25.wav,wav,
speech-librivox-0019_26,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_26.wav,wav,
speech-librivox-0019_27,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_27.wav,wav,
speech-librivox-0019_28,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_28.wav,wav,
speech-librivox-0019_29,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_29.wav,wav,
speech-librivox-0019_30,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_30.wav,wav,
speech-librivox-0019_31,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_31.wav,wav,
speech-librivox-0019_32,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_32.wav,wav,
speech-librivox-0019_33,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_33.wav,wav,
speech-librivox-0019_34,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_34.wav,wav,
speech-librivox-0019_35,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_35.wav,wav,
speech-librivox-0019_36,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_36.wav,wav,
speech-librivox-0019_37,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_37.wav,wav,
speech-librivox-0019_38,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_38.wav,wav,
speech-librivox-0019_39,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_39.wav,wav,
speech-librivox-0019_40,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_40.wav,wav,
speech-librivox-0019_41,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_41.wav,wav,
speech-librivox-0019_42,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_42.wav,wav,
speech-librivox-0019_43,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_43.wav,wav,
speech-librivox-0019_44,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_44.wav,wav,
speech-librivox-0019_45,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_45.wav,wav,
speech-librivox-0019_46,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_46.wav,wav,
speech-librivox-0019_47,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_47.wav,wav,
speech-librivox-0019_48,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_48.wav,wav,
speech-librivox-0019_49,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_49.wav,wav,
speech-librivox-0019_50,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_50.wav,wav,
speech-librivox-0019_51,5.0,/courses/CS6140.202630/students/cong.m/musan/speech/librivox/speech-librivox-0019_51.wav,wav,
